"ID","Date","State","Ride or Device","Device type","Manufacturer","Category","Age","Accident Description","Injury"
"918011","01-Dec-2007","CA","wooden coaster","Coaster - wooden","Custom Coasters Int.","Body pain (normal motion)","18","Guest complained of lower back pain after riding.","lower back pain"
"917002","30-Nov-2007","FL","go kart","Go-kart","","Patron hit by ride","38","Thirty Eight year old male was hit by an oncoming kart (receiving cuts and a possible facial...",""
"917932","26-Nov-2007","CA","flume ride","Flume ride","","Patron hit something within ride vehicle","4","Guest's parent stated that guest cut her chin when she ducked during the last drop.","cut chin"
"917629","25-Nov-2007","CA","submarine ride","Boat ride","","Load/Unload: scrape or stumble","5","Guest injured his left pinky finger while exiting the attraction.",""
"917655","24-Nov-2007","CA","dark ride","Track ride","","Load/Unload: scrape or stumble","63","Guest fell while stepping onto the load belt carrying a child, injuring his hip.",""
"917628","24-Nov-2007","CA","submarine ride","Boat ride","","Patron hit something within ride vehicle","9","Guest hit his head on the seat back while trying to sit down during the ride, lacerating his...",""
"917456","23-Nov-2007","CA","drop tower","Drop tower","","Illness or neurological symptoms","33","Guest experienced chest pain approximately ten minutes after riding attraction.","chest pain"
"917001","23-Nov-2007","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","49","Forty Nine year old male received bruised fingers after being hit from behind by another kart....",""
"917000","22-Nov-2007","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","12","Thirty one and Twelve year old females received bruises to thighs with the Thirty one year also...",""
"916855","22-Nov-2007","FL","non-kiddie ride","Unknown","","Hyperextension or dislocation","18","Eighteen year old female had her knee pop out of joint during the ride cycle.  Patron stated has...","Dislocated knee"
"916999","21-Nov-2007","FL","go kart","Go-kart","","Go-kart or bumper car hit stationary object","47","A 47 year old male patron failed to apply breaks when entering the pit area and hit the pit lane...",""
"918128","21-Nov-2007","CA","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Patron hit something within ride vehicle","15","While riding attraction, guest bumped cheek causing braces to get caught on inside of mouth.","braces caught inside mouth"
"917173","20-Nov-2007","AR","Orbiter","Orbiter/octopus/remix","AmTech Amusements (Tivoli)","Entrapment or pinch-point","10","10-year-old boy's jacket or shirtsleeve became entangled in the machinery.  The spinning action...","The child was ambulanced to a local hospital, then med-flighted to *** hospital.  No information was provided on the injuries treated or the child's outcome."
"917801","19-Nov-2007","CA","boat ride","Boat ride","Arrow Dynamics","Vehicle moved during load/unload","53","Guest injured his back while he stepped into the vehicle as it was being dispatched.",""
"916249","17-Nov-2007","NJ","Foam Factory","Play structure","SCS Interactive","Patron's body hit something (participatory attraction)","","Charline stated someone threw a basll at Jose, he ducked out of the way and hit his mouth on the...",""
"916858","16-Nov-2007","FL","bumper cars","Bumper car","","Collision: patron-controlled vehicles","72","Seventy Two year old female complained of pain in shoulder after being bumped by another bumper...","Shoulder pain"
"916998","16-Nov-2007","FL","go kart","Go-kart","","Go-kart or bumper car hit stationary object","41","Forty one year old female complained of knee & chest pain after bumping into concrete island...",""
"916854","16-Nov-2007","FL","non-kiddie ride","Unknown","","Patron hit something within ride vehicle","5","Five year old male lost balance and bumped his head on a spinning pole receiving a small cut to...","Cut to head"
"916741","15-Nov-2007","IL","inflatable slide","Inflatable slide","","Patron's body hit something (participatory attraction)","13","Patron's foot got caught under him as he was sliding down the inflatable slide. Diagnosed as a...","Sprained ankle"
"917574","03-Nov-2007","CA","Mine Train","Coaster - mine train","Arrow Dynamics","Load/Unload: scrape or stumble","43","Patron lost balance while exiting the train and fell back between the cars, injuring her...",""
"916997","03-Nov-2007","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","13","Thirteen year old male received a cut to knee after being hit from behind by another kart...",""
"917252","02-Nov-2007","CA","Gravitron/Starship 2000","Rotor/gravitron","Wisdom Industries, Ltd.","Entrapment or pinch-point","12","Guest stated that she had her legs crossed during the ride and while it was ending, she moved...",""
"916996","02-Nov-2007","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","16","Sixteen year old female reported that she received pain in her neck after being hit from behind...",""
"917614","02-Nov-2007","CA","train","Train","","Load/Unload: scrape or stumble","61","Guest fell while stepping off edge of stopped train (Green Holiday 4) cutting her head and...","cut to head, shoulder injury"
"918014","01-Nov-2007","CA","wooden coaster","Coaster - wooden","Custom Coasters Int.","Load/Unload: scrape or stumble","29","Guest complained of pain to right knee after falling while exiting the ride.","right knee pain"
"917928","01-Nov-2007","CA","flume ride","Flume ride","","Patron hit something within ride vehicle","4","Guest's mother stated while seated in the front seat, guest cut her chin while ducking during...","cut chin"
"917483","30-Oct-2007","CA","bumper cars","Bumper car","Majestic Manufacturing, Inc.","Load/Unload: scrape or stumble","10","Guest fell when disembarking from her vehicle and hurt her left wrist.","injured left wrist"
"917863","30-Oct-2007","CA","steel sitdown coaster","Coaster - miscellaneous","","Illness or neurological symptoms","86","During the ride guest felt ill and afterwards felt weak, vomited and had low heart rate.",""
"918879","28-Oct-2007","CA","steel sitdown coaster","Coaster - miscellaneous","Premier Rides, Inc.","Body pain (normal motion)","69","Boat 8, row 1. Guest exited the ride unaided and informed an requested assistance for mid and...","mid and lower back pain"
"918016","27-Oct-2007","CA","wooden coaster","Coaster - wooden","Custom Coasters Int.","Illness or neurological symptoms","66","Difficulty breathing.","difficulty breathing"
"918832","26-Oct-2007","CA","boat ride","Boat ride","Vekoma","Load/Unload: scrape or stumble","18","Guest rode attraction in boat 4, row 1, seat 4. While exiting the ride vehicle, guest slipped...","left hip pain"
"918425","26-Oct-2007","CA","carousel","Carousel","Allan Herschell Company","Load/Unload: scrape or stumble","3","Carousel came to a stop, the operator unbuckled the child's safety belt and the child fell off...",""
"917800","24-Oct-2007","CA","boat ride","Boat ride","Arrow Dynamics","Collision: operator-controlled vehicles","33","Guest stated she injured her back when the boat was bumped prior to the lift. Guest stated she...",""
"917042","20-Oct-2007","FL","Tilt-a-Whirl","Tilt-a-whirl/waltzer","Sellner","Equipment failure","17","Two seventeen year old females complained of neck pain after holding up carrier bonnet that had...","Neck pain"
"916995","20-Oct-2007","FL","go kart","Go-kart","","Go-kart or bumper car hit stationary object","25","Twenty Five year old female received a bruised ankle after hitting guard rail with kart she was...","Bruised ankle"
"917019","19-Oct-2007","FL","Orbiter","Orbiter/octopus/remix","AmTech Amusements (Tivoli)","Body pain (normal motion)","10","Ten year old female complained of neck pain after exiting amusment ride, Orbitor.  Ten year old...","Neck pain"
"916994","19-Oct-2007","FL","go kart","Go-kart","","Go-kart or bumper car hit stationary object","11","Eleven year old male complained of neck pain after being cut off by another kart, causing his...","Neck pain"
"917534","19-Oct-2007","CA","car ride","Car ride","","Load/Unload: scrape or stumble","17","Patron injured her knee when exiting ride vehicle. Normal ride operation.",""
"916742","17-Oct-2007","IL","combo","Roundabout","Hampton Amusement Rides LLC","Vehicle moved during load/unload","","Operator did not see patron putting her grandchild in the first car. As the ride started, the...","Leg injury"
"917650","17-Oct-2007","CA","dark ride","Track ride","","Illness or neurological symptoms","29","Guest is 6 months pregnant and experienced contractions three hours after riding.",""
"917862","17-Oct-2007","CA","steel sitdown coaster","Coaster - miscellaneous","","Illness or neurological symptoms","50","Guest experienced nausea and dizziness.",""
"918166","15-Oct-2007","CA","family/kiddie coaster","Coaster - family/kiddie","Bradley & Kaye","Body pain (normal motion)","57","Pain to upper left leg.","leg pain"
"917026","14-Oct-2007","FL","Rock-O-Plane","Wheel w/spinning cars","Eyerly Aircraft Co.","Patron hit something within ride vehicle","13","Thirteen year old female received a contusion to head while riding in a carrier on the ride,...","Head contusion"
"917649","14-Oct-2007","CA","dark ride","Track ride","","Load/Unload: scrape or stumble","61","Guest stated back hem of her pants caught on the end of the moving walkway and she fell forward...",""
"916247","13-Oct-2007","NJ","go kart","Go-kart","Electra Motorsports","Go-kart or bumper car hit stationary object","","Rajeer (the person with Raschid that night and initial person involved in the incident) was...",""
"917248","13-Oct-2007","CA","ferris wheel","Ferris/gondola wheel","Eli Bridge Co.","Load/Unload: scrape or stumble","6","Guest stated that while exiting the ride she did not pay attention to her footing, causing her...","bruised knee"
"917145","13-Oct-2007","FL","waterslide","Water slide","","Patrons collided","34","Thirty Four year old female complained of neck & back pain after being hit from behind by...","Neck and back pain"
"917037","12-Oct-2007","FL","wooden coaster","Coaster - wooden","Philadelphia Toboggan Coasters, Inc. (PTC)","Body pain (normal motion)","13","Thirteen year old male complained of back pain after exiting ride, *** Coaster.","Back pain"
"919384","12-Oct-2007","CA","wooden coaster","Coaster - wooden","Dinn","Extremity hit something outside carrier","12","12-yo girl hit her hand on a wooden post while on the ride.","Injury to hand."
"918096","12-Oct-2007","CA","shuttle loop coaster","Coaster - miscellaneous","Schwarzkopf  Rides","Body pain (normal motion)","17","Guest complained of neck pain beginning the next day.","neck pain"
"916993","12-Oct-2007","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","12","Twelve year old male complained of chest pain after being hit from behind by another kart, while...","Chest pain"
"917613","12-Oct-2007","CA","train","Train","","Load/Unload: scrape or stumble","62","Guest slipped on the edge of the step while exiting the stationary train, falling forward...","cut to head"
"917158","11-Oct-2007","OK","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","12","Patron in kart #16 stopped in the middle of the track when kart #3 hit him from behind. Patron...",""
"913914","11-Oct-2007","KY","train","Train","","Body pain (normal motion)","","Back pain","Back pain"
"917923","11-Oct-2007","CA","flume ride","Flume ride","","Patron hit something within ride vehicle","9","Guest ducked down during final drop and hit her front teeth.","hit teeth"
"917627","11-Oct-2007","CA","submarine ride","Boat ride","","Load/Unload: scrape or stumble","34","Guest injured his right knee while attempting to sit down on his seat. History of knee surgery...",""
"917397","07-Oct-2007","CA","rafting ride","Rafting ride","Intamin AG","Illness or neurological symptoms","54","Guest stated her nose began to bleed during the ride.","nosebleed"
"916245","06-Oct-2007","NJ","Accelerator Coaster","Coaster - miscellaneous","Intamin AG","Body pain (normal motion)","","After riding the ride, pt. exited the ride and complained of upper back pain.",""
"917725","06-Oct-2007","CA","dark ride","Track ride","","Unscheduled stop","60","Guest scraped his left shin when the ride vehicle came to a stop inside the attraction.","laceration on left shin"
"920079","05-Oct-2007","CA","Boomerang","Coaster - miscellaneous","Vekoma","Unknown (not enough info)","","Unknown","Unknown"
"916244","05-Oct-2007","NJ","go kart","Go-kart","Electra Motorsports","Collision: patron-controlled vehicles","","They had stop all cars on the track the dovole car was stopped and then two cars hit them from...",""
"916242","05-Oct-2007","NJ","inflatable obstacle course","Obstacle course","The Inflatable Store","Patron's body hit something (participatory attraction)","","Injured stated as he was going through the obstacle course, his knee bumped into his hand...",""
"916243","05-Oct-2007","NJ","inflatable obstacle course","Obstacle course","Cutting Edge Creations","Patron's body hit something (participatory attraction)","","Little girl scraped her elbow while on ride. There was a small cut abrasion on her elbow. Her...",""
"916853","05-Oct-2007","FL","non-kiddie ride","Unknown","","Load/Unload: scrape or stumble","6","Six year old male bumped into carrier while exiting receiving a cut to head.","Cut to head"
"916804","02-Oct-2007","OK","Zyklon","Coaster - zyklon","Pinfari","Collision: operator-controlled vehicles","","One of the cars slowed or stopped on the track, triggering a series of repeated collisions...","3 patrons injured, one transported to the hospital"
"916812","01-Oct-2007","OK","dry slide","Slide","","Patrons collided","","Two patrons were on the fun slide. First patron came off the slide bag and got sideways into the...","Laceration on right eyebrow and bump on forehead"
"917724","01-Oct-2007","CA","dark ride","Track ride","","Load/Unload: scrape or stumble","19","Guest injured his right ankle while boarding the ride vehicle",""
"916806","01-Oct-2007","OK","fun house","Fun house","","Fall (climb or play area)","39","Patron fell down a slide after her 3 year old son went down.","Injuries to neck and back"
"916805","01-Oct-2007","OK","kiddie car ride","Car ride","","Derailment","","Patron's truck derailed and wound up against the fence. Caused by missing R-key that usually...",""
"918126","30-Sep-2007","CA","spinning coaster","Coaster - wild mouse","Mack Rides","Load/Unload: scrape or stumble","16","Guest fell down bottom steps at exit. Ankle, toe and head pain.","ankle, toe and head pain"
"913885","29-Sep-2007","KY","Zipper","Wheel w/spinning cars","Chance Manufacturing, Inc.","Patron hit by ride","","Wheel hit two people",""
"916539","29-Sep-2007","TX","steel sitdown coaster","Coaster - miscellaneous","Schwarzkopf  Rides","Patron hit something within ride vehicle","10","Contusion","Turned in seat and hit head during ride"
"916239","28-Sep-2007","NJ","inflatable slide","Inflatable slide","Elite Inflatables","Patrons collided","","Came down slide to another child and hit heads on each other.",""
"916807","28-Sep-2007","OK","kiddie car ride","Car ride","","Derailment","","Trucks derailed and hit the fence when the guide wheel shaft broke on truck 3. Patron complained...","Pain"
"917435","27-Sep-2007","CA","drop tower","Drop tower","S & S Power Inc","Load/Unload: scrape or stumble","28","Guest fell and injured his forehead when attempting to seat himself on the ride.","injured forehead"
"916538","27-Sep-2007","TX","go kart","Go-kart","Shaller Engineering","Collision: patron-controlled vehicles","21","Laceration to face Contusions","Car on car collision"
"916808","26-Sep-2007","OK","Dragon Wagon","Coaster - family/kiddie","Wisdom Industries, Ltd.","Other","","Patrons standing outside of fence surrounding the ride were leaning in to give high five's to...",""
"916809","26-Sep-2007","OK","Clown Around","Plane/jet/helicopter","Zamperla","Patron hit something within ride vehicle","","Patron's dragon was whipped around, striking her nose on the back of its head.","Bloody nose"
"917626","26-Sep-2007","CA","submarine ride","Boat ride","","Patron hit something within ride vehicle","8","Guest hit his head on the seat of the ride vehicle.",""
"916810","25-Sep-2007","OK","go kart","Go-kart","Formula K Raceway, Inc.","Go-kart or bumper car hit stationary object","","Patron was riding in kart 57 when there was a spinout in front of her. The parties that spun out...","Dizziness, head pain, blurry vision and pain in middle back area"
"917788","24-Sep-2007","CA","carousel","Carousel","","Load/Unload: scrape or stumble","3","Guest's parent stated that while entering attraction, she miss-stepped on edge of the stationary...",""
"916811","23-Sep-2007","OK","Zyklon","Coaster - zyklon","Pinfari","Collision: operator-controlled vehicles","","Operator stated that he was not paying attention and missed the first of the two brakes that...","One female was transported to the hospital with neck injuries.  Eleven other patrons were involved in the collision, but the ride owner did not know whether any had sought medical treatment."
"917436","22-Sep-2007","CA","wild mouse","Coaster - wild mouse","Mack Rides","Load/Unload: scrape or stumble","45","Guest injured her neck as she fell back into the seat while exiting the attraction.","injured neck"
"917571","22-Sep-2007","CA","Mine Train","Coaster - mine train","Arrow Dynamics","Patron hit something within ride vehicle","31","Patron injured ribs on the lap bar of the ride vehicle. Normal ride operation,",""
"913915","22-Sep-2007","KY","family/kiddie coaster","Coaster - family/kiddie","Vekoma","Body pain (normal motion)","","Pain in rib area","Pain in rib area"
"916238","22-Sep-2007","NJ","Foam Factory","Play structure","SCS Interactive","Fall (climb or play area)","","Zachary was walking on the 2nd level, right side of foam frenzy by the levitation table and he...",""
"916731","20-Sep-2007","OH","inflatable obstacle course","Obstacle course","","Fall (climb or play area)","20","Patron fell while participating on course.","Broken arm"
"919116","19-Sep-2007","CA","motion simulator","Simulator","","Illness or neurological symptoms","26","Guest's friend stated she was lethargic while riding.  Guest is pregnant and was taking Vicodin...","Lethargic.  Treated at local hospital."
"916237","18-Sep-2007","NJ","inflatable boxing ring","Inflatable - misc.","Elite Inflatables","Body pain (normal motion)","","Bouncing in Bounce House- began to cry, complained of ankle pain. Iced for a few minutes and...",""
"917920","18-Sep-2007","CA","flume ride","Flume ride","","Patron hit something within ride vehicle","47","Guest injured her rib on the final drop.","injured rib"
"916813","15-Sep-2007","OK","Spider","Orbiter/octopus/remix","Eyerly Aircraft Co.","Employee injured","","Ride operator was struck by the ride and sustained injuries to his head. He passed away 3 days...","Injuries to head"
"916814","15-Sep-2007","OK","Cuckoo Haus","Fun house","Owens Trailers Inc.","Unknown (not enough info)","8","Patron was on the ride with her younger brother on the second floor. They were on the conveyor...","Leg injury"
"919368","15-Sep-2007","CA","speed slide","Water slide","Surf Coaster","Illness or neurological symptoms","46","Patron stated that she may have hit her head on the slide.  She walked to first aid with her...","Severe head pain, vomiting.  Transported to hospital.  The claims that that she had a history of hypertension, migraines, and high cholesterol.  Prior to being transported, her blood pressure was..."
"919707","15-Sep-2007","CA","Berry Go Round","Spinning cups/tubs","","Unknown (not enough info)","","Unknown","Unknown"
"917723","15-Sep-2007","CA","dark ride","Track ride","","Body pain (normal motion)","34","Guest injured her back while riding",""
"917799","15-Sep-2007","CA","boat ride","Boat ride","Arrow Dynamics","Illness or neurological symptoms","44","Guest felt chest pains approximately 45 minutes after riding. History of hypertension.",""
"916740","14-Sep-2007","IL","dry slide","Slide","","Patron's body hit something (participatory attraction)","","Patron hurt his arm on the slide.","Possible arm injury"
"916533","14-Sep-2007","TX","speed slide","Water slide","","Patron's body hit something (participatory attraction)","10","Small cut to top of head","Bumped head on ride"
"916236","14-Sep-2007","NJ","go kart","Go-kart","Electra Motorsports","Collision: patron-controlled vehicles","","Mark came around turn #1 in car #23, this was his second time around the track. He then did not...",""
"916534","14-Sep-2007","TX","go kart","Go-kart","Shaller Engineering","Collision: patron-controlled vehicles","11","Car to car collision","Pain"
"913916","14-Sep-2007","KY","Rainbow Rock","Play structure","Sellner","Unknown (not enough info)","","Possible ankle fracture","Possible ankle fracture"
"916535","14-Sep-2007","TX","steel sitdown coaster","Coaster - miscellaneous","Premier Rides, Inc.","Patron hit something within ride vehicle","55","Pain pressure","Abdomen hit against lap bar"
"913987","14-Sep-2007","PA","wave pool","Wave pool","Aquatic Development Group","Fell or slid out of waterslide or snowtube","12","Patron was rolled off the board while riding and the water pressure carried him to the back wall...","Neck sprain"
"913988","14-Sep-2007","PA","wave pool","Wave pool","Aquatic Development Group","Fell or slid out of waterslide or snowtube","35","While riding, patron rolled off the board.","Concussion syndrome, neck sprain"
"919367","14-Sep-2007","CA","54 Aqua-Tube","Water slide","Whitewater West Industries Ltd.","Patron flipped off inner tube or mat","41","Patron was going down with his granddaughter when a handle broke on their tube.  The tube...","Injured wrist"
"919787","14-Sep-2007","CA","Bayern Kurve","Himalaya-type","Schwarzkopf  Rides","Unknown (not enough info)","","Unknown","Unknown"
"919366","14-Sep-2007","CA","mat slide","Water slide","","Patron's body hit something (participatory attraction)","12","12-yo male patron was riding.  He forgot about the dip in the attraction and hit his face...","Broken tooth"
"916992","13-Sep-2007","FL","go kart","Go-kart","","Load/Unload: scrape or stumble","13","Thirteen year old male received a cut to forearm after tripping over kart while exiting.","Cut to forearm"
"918105","08-Sep-2007","CA","shoot the chute","Shoot the chute","Intamin AG","Patron hit something within ride vehicle","37","Guest claims she jolted to the right and fractured her tailbone.","fractured tailbone"
"918687","08-Sep-2007","CA","water coaster ride","Flume ride","Mack Rides","Unscheduled stop","11","Boat stopped short of the incline due to operator stepping off pressure mat. When ride started...",""
"916532","08-Sep-2007","TX","speed slide","Water slide","","Patron's body hit something (participatory attraction)","9","Small laceration to chin","Bumped chin on ride"
"918254","08-Sep-2007","CA","speed slide","Water slide","Whitewater West Industries Ltd.","Fell or slid out of waterslide or snowtube","7","Guest came out of pool, hit tube on the fence and did splits.",""
"917354","08-Sep-2007","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Body pain (normal motion)","22","Guest had neck and stomach pain after riding.","neck and stomach pain"
"918708","08-Sep-2007","CA","observation tower","Spinning tower ride","Sansei Yusoki Co., Ltd.","Entrapment or pinch-point","33","As guest was getting off capsule on lower level, his foot went down between the capsule and the...","entrapment"
"918442","07-Sep-2007","CA","Scrambler","Sizzler/scrambler","Eli Bridge Co.","Load/Unload: hit or pinched by restraint","6","Guest was seated int he car when friend swung the door closed, striking guest on the top of the...","cut to head"
"918181","07-Sep-2007","CA","Trabant/Wipe Out","Trabant","Chance Manufacturing, Inc.","Illness or neurological symptoms","62","Guest complained of nausea and dizziness after being on ride.","nausea"
"913986","07-Sep-2007","PA","wooden coaster","Coaster - wooden","Philadelphia Toboggan Coasters, Inc. (PTC)","Unknown (not enough info)","55","Arrived on scene, patron on ride seat floor in fetal position. EMS lifted PT placed on backboard...","Dizzy"
"916852","07-Sep-2007","FL","non-kiddie ride","Unknown","","Load/Unload: scrape or stumble","4","Four year old female complained back hurt after falling backwards onto matted floor.","Back pain"
"918370","07-Sep-2007","CA","stand-up boat ride","Boat ride","Zierer","Patron hit something within ride vehicle","49","Guest claims that ride moved abruptly causing her to slam her left knee on a metal part of the...","left knee injury"
"916530","07-Sep-2007","TX","steel sitdown coaster","Coaster - miscellaneous","Schwarzkopf  Rides","Injured in queue or exit","14","Laceration","At exit, guest was running and grabbed top of fence, cutting his hand"
"917859","07-Sep-2007","CA","steel sitdown coaster","Coaster - miscellaneous","","Illness or neurological symptoms","42","Guest felt ill after riding stating she had not been taking her high blood pressure medication....",""
"917144","07-Sep-2007","FL","wave pool","Wave pool","","Choking, water inhalation, suffocation","3","Three year old male had difficulty breathing after bobbing under water while swimming in wave...","Difficulty breathing"
"918286","07-Sep-2007","CA","wave pool","Wave pool","Wave Tek","Patron's body hit something (participatory attraction)","39","Guest bumped into wall of pool after being pushed by a wave. Guest complained of pain to toe....","toe pain"
"918574","07-Sep-2007","CA","wave pool","Wave pool","Wave Loch","Patron's body hit something (participatory attraction)","14","Guest stated that he came off the boogie board while riding Flow Rider. Guest stated when he...","face and back injury"
"916531","07-Sep-2007","TX","water coaster waterslide","Water slide","","Patron's body hit something (participatory attraction)","22","Cut finger; small laceration","Cut on ride"
"917767","04-Sep-2007","CA","boat ride","Boat ride","","Illness or neurological symptoms","27","Guest's mother stated she had a paranoia attack while riding. History of paranoia.","paranoia attack"
"917044","03-Sep-2007","FL","trolley","Tram/trolley","","Ejection/fall from ride","3","Three year old female complained of pain in lower back after losing grip on trolley and falling...","Lower back pain"
"919206","02-Sep-2007","CA","tube slide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","34","Guest was riding double tube.  When he landed, he landed on his left side and felt his ear drum...","Ruptured eardrum.  Treated by personal physician."
"916528","02-Sep-2007","TX","Mine Train","Coaster - mine train","Arrow Dynamics","Injured in queue or exit","61","Puncture","struck knee against unknown object while exiting ride"
"916529","02-Sep-2007","TX","Mine Train","Coaster - mine train","Arrow Dynamics","Injured in queue or exit","51","Sprain","Caught foot on car while exiting ride"
"916226","02-Sep-2007","NJ","go kart","Go-kart","Formula K Raceway, Inc.","Go-kart or bumper car hit stationary object","","Charles was riding the go kart. He was in an intermediate car. He was bumped by another go kart...",""
"916225","02-Sep-2007","NJ","waterslide","Water slide","Whitewater West Industries Ltd.","Load/Unload: scrape or stumble","","Child slipped and split toes on step leading towards Green West slide.",""
"917143","02-Sep-2007","FL","waterslide","Water slide","","Patron's body hit something (participatory attraction)","37","Thirty Seven year old female received a sprained ankle after bumping catch pool wall.",""
"913985","02-Sep-2007","PA","wet play","Wet play","","Patrons collided","7","Patron was running and ran into another patron and struck an orange semi-circular pole Patron...","Facial laceration"
"917625","02-Sep-2007","CA","submarine ride","Boat ride","","Patron hit something within ride vehicle","5","Guest hit his head on the seat during unload.",""
"916224","01-Sep-2007","NJ","ladder climb","Play structure","Wapello Fabrication Co., Inc.","Fall (climb or play area)","","As per Marisa, she was climbing the 'Ladder Climb' game. At the conclusion of her climbs she was...",""
"916227","01-Sep-2007","NJ","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","","Guest stated she was slowed down and turned to avoid a stranded car when she was struck from...",""
"913873","01-Sep-2007","PA","train","Train","","Derailment","","Train derailed during course, causing pain to rider's arm.","Pain to right arm"
"916228","01-Sep-2007","NJ","waterslide","Water slide","Pro Slide","Patron's body hit something (participatory attraction)","","Injured rode Crazy Horse Run, lane 2, hit her mouth on slide, chipped two front teeth and cut...",""
"918553","01-Sep-2007","CA","waterslide","Water slide","Surf Coaster","Hyperextension or dislocation","20","Guest stated that he dislocated his shoulder as he was pushing off at the top of ***. Guest also...","dislocated shoulder"
"918575","01-Sep-2007","CA","wave pool","Wave pool","Wave Loch","Patron's body hit something (participatory attraction)","12","Guest stated that he was coming off Flow Rider when he hit his head. Guest complained of neck...","neck pain"
"919148","01-Sep-2007","CA","wave pool","Wave pool","Wave Loch","Load/Unload: scrape or stumble","12","Guest stated he was coming off Flow Rider when he hit his head.","Head injury.  Treated at local hospital."
"919775","01-Sep-2007","CA","serpentine tube slide","Water slide","","Unknown (not enough info)","","Unknown","Unknown"
"919697","01-Sep-2007","CA","mat slide","Water slide","","Unknown (not enough info)","","Unknown","Unknown"
"920026","31-Aug-2007","CA","speed slide","Water slide","Surf Coaster","Unknown (not enough info)","","Unknown","Unknown"
"917142","31-Aug-2007","FL","waterslide","Water slide","","Hyperextension or dislocation","26","Twenty Six year old male received a separated shoulder while swimming in river.","Dislocated shoulder"
"913983","31-Aug-2007","PA","wave pool","Wave pool","Aquatic Development Group","Patron's body hit something (participatory attraction)","5","Patron stated she was on the ride and hit her finger on the side of the ride.","Left small finger pain"
"913984","31-Aug-2007","PA","wet play","Wet play","Creative Environs","Patron's body hit something (participatory attraction)","4","Patron was riding the red slide and hit a sharp object on the side of the slide.","Facial contusion and laceration (6 sutures)"
"916229","31-Aug-2007","NJ","wet play","Wet play","SCS Interactive","Patron's body hit something (participatory attraction)","","Walking up the steps of Cowabunga on east side. Walked into red handle and hit her forehead. She...",""
"916230","30-Aug-2007","NJ","waterslide","Water slide","FLS Corporation","Patrons collided","","Guest was riding down Colorado collided with another guest in the tube.",""
"918084","30-Aug-2007","CA","Revolution","Spinning pendulum","Chance Manufacturing, Inc.","Load/Unload: scrape or stumble","8","Guest fell while getting off seat, lacerating her chin.","cut to chin"
"916231","29-Aug-2007","NJ","Thunderbolt","Himalaya-type","Chance Manufacturing, Inc.","Patrons collided within vehicle","","Patron stated when she stood up the patron hit her knee and calf in the car.",""
"913877","29-Aug-2007","PA","Whip","Whip","Mangels","Load/Unload: scrape or stumble","13","Patron running off ride and tripped, cutting her foot on the main support bar.","Cut on right heel"
"918831","29-Aug-2007","CA","boat ride","Boat ride","Vekoma","Load/Unload: hit or pinched by restraint","25","Guest rode the attraction in boat 13, row 5, seat 5. Guest alleges that his left pinky was...","pinched finger"
"916221","29-Aug-2007","NJ","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","","Pt. stated arm went down when she landed on it upon exiting Green West slide. Left side of slide...",""
"916222","29-Aug-2007","NJ","waterslide","Water slide","Waterworld Products Inc.","Patron's body hit something (participatory attraction)","","Opt. was in flume D on Patriots Plunge. Pt. stated he hit his face when he landed at the bottom...",""
"916223","29-Aug-2007","NJ","wet play","Wet play","","Hyperextension or dislocation","","Pt. with history of shoulder dislocations, swung off ***, came out of water, presented with left...",""
"916219","28-Aug-2007","NJ","Fanta Sea Serpent","Coaster - family/kiddie","Miler Coaster, Inc.","Patron hit something within ride vehicle","","Bumped nose on lap bar",""
"916220","28-Aug-2007","NJ","Salto Trampoline","Bungee","Rebound Unlimited","Body pain (normal motion)","","While jumping Alyssa felt something pop in knee mother stated that Alyssa was complaining that...",""
"916233","28-Aug-2007","NJ","waterslide","Water slide","Waterworld Products Inc.","Patron's body hit something (participatory attraction)","","Patron stated she hit her chin and jaw on the Vertical Limit.",""
"913982","28-Aug-2007","PA","wet play","Wet play","","Patron's body hit something (participatory attraction)","9","Patron came down slide by himself, slid to the side, and struck his face on the side of the...","Chin laceration, cracked left back molar"
"916215","27-Aug-2007","NJ","Wave Swinger","Swing ride","Zierer","Ejection/fall from ride","","Stated by Jenny's mother'Jenny ws riding the Wave Swinger alone. As the ride ended, she unhooked...",""
"916232","27-Aug-2007","NJ","Chaos","Wheel w/spinning cars","Chance Manufacturing, Inc.","Load/Unload: scrape or stumble","","Patron stated going to get on ride and fell.",""
"916214","27-Aug-2007","NJ","bumper boats","Bumper boat","J & J Amusements, Inc","Load/Unload: scrape or stumble","","Akshat was running to bumper boats and slipped and fell into the bumper boat pool. He scrapped...",""
"916213","27-Aug-2007","NJ","wet play","Wet play","","Body pain (normal motion)","","Patient who stated history of back injury, jumped off cliff and then walked backup before...",""
